160141850,2
160142350,2
160142450,2
160142650,2
160143350,2
160143550,2
160143750,2
160143850,2
160145150,2
160145310,2
160145510,2
160145710,2
160145910,2
160146010,2
160146110,2
160149910,2
160150350,2
160150450,2
160151050,2
160151150,2
160151250,2
160151350,2
160151650,2
160151850,2
160151950,2
160152050,2
160152350,2
160152450,2
160152650,2
160152750,2
160152850,2
160152950,2
160153050,2
160153250,2
160153450,2
160153550,2
160153650,2
160153850,2
160153950,2
160154150,2
160154250,2
160154350,2
160154450,2
160154550,2
160154650,2
160157050,2
160157150,2
160157450,2
160157550,2
160157950,2
160158050,2
160158150,2
160158250,2
160158350,2
160158450,2
160159050,2
160159150,2
160159750,2
160159850,2
160160150,2
160160250,2
160160350,2
160161410,2
160162050,2
160162150,2
160162250,2
160162350,2
160162450,2
160162550,2
160163250,2
160163350,2
160163650,2
160163750,2
160163850,2
160163950,2
160164050,2
160164250,2
160164350,2
160165210,2
160167250,2
160167350,2
160167450,2
160167550,2
160167750,2
160167850,2
160168150,2
160168250,2
160168450,2
160168550,2
160168650,2
160168750,2
160168950,2
160169050,2
160169150,2
160169350,2
160171750,2
160171850,2
160172550,2
160173150,2
160173250,2
160173650,2
160173910,2
160175150,2
160175250,2
160175350,2
160175610,2
160175710,2
160176750,2
160176950,2
160177050,2
160177250,2
160177350,2
160177450,2
160177550,2
160178510,2
160178610,2
160180850,2
160181050,2
160181150,2
160181250,2
160181350,2
160181450,2
160181550,2
160181650,2
160181750,2
160181850,2
160182050,2
160182410,2
160182510,2
160184250,2
160184350,2
160184450,2
160184650,2
160185410,2
160188550,2
160188650,2
160189050,2
160189350,2
160189450,2
160191510,2
160191610,2
160191710,2
160191810,2
160191910,2
160192010,2
160192110,2
160192210,2
160192310,2
160192410,2
160192510,2
160192710,2
160192810,2
160192910,2
160193110,2
160193310,2
160193510,2
160193610,2
160193710,2
160193810,2
160193910,2
160194010,2
160194210,2
160194310,2
160194410,2
160194510,2
160194610,2
160194710,2
160194810,2
160194910,2
160195010,2
160195210,2
160195310,2
160195410,2
160195510,2
160195610,2
160195710,2
160195810,2
160195910,2
160196010,2
160196110,2
160196210,2
160196310,2
160196410,2
160196510,2
160196610,2
160196710,2
160196810,2
160196910,2
160197010,2
160197110,2
160197210,2
160197310,2
160197410,2
160197510,2
160197610,2
160197710,2
160197810,2
160197910,2
160200650,2
160201050,2
160201150,2
160201550,2
160201650,2
160201750,2
160202250,2
160202350,2
160202450,2
160202650,2
160203010,2
160203110,2
160203210,2
160203310,2
160204750,2
160205150,2
160205550,2
160205810,2
160205910,2
160206110,2
160206210,2
160206310,2
160206410,2
160208950,2
160209150,2
160209250,2
160209350,2
160210250,2
160210350,2
160210550,2
160210710,2
160210810,2
160211710,2
160211850,2
160211910,2
160212010,2
160212110,2
160212210,2
160212310,2
160212410,2
160212510,2
160215150,2
160215350,2
160215450,2
160215950,2
160216050,2
160216750,2
160217210,2
160217410,2
160223750,2
160223850,2
160224350,2
160224450,2
160224550,2
160225450,2
160225550,2
160225650,2
160225850,2
160225950,2
160226250,2
160226550,2
160226650,2
160226750,2
160227050,2
160227250,2
160227350,2
160227450,2
160227550,2
160227650,2
160228250,2
160228350,2
160228650,2
160228750,2
160228850,2
160228950,2
160229150,2
160231110,2
160231210,2
